respondent_id,survey_date,city,age_group,gender,income_bracket,awareness_channel,product_interest,funnel_stage,purchase_motivator,purchase_barrier,monthly_spend_inr,nps_score,nps_category,top_satisfaction_driver,survey_completion_min
VE0201,2024-08-17,Delhi,55+,Male,6-10L,Instagram,Multivitamin,Awareness,,Too Expensive,0,,,,12.9
VE0202,2024-11-27,Pune,25-34,Male,<3L,Instagram,Whey Protein,Repeat Purchase,Price,None,500,9,Promoter,Price-Value,7.6
VE0203,2024-06-23,Pune,18-24,Male,10-20L,Instagram,Collagen,Awareness,,Too Expensive,0,,,,5.4
VE0204,2024-10-23,Delhi,35-44,Male,10-20L,Google Search,Whey Protein,Consideration,,Shipping Concerns,0,,,,16.6
VE0205,2024-07-06,Pune,35-44,Male,20L+,YouTube,Whey Protein,Intent,Ingredients Quality,Too Many Options,0,,,,15.9
VE0206,2024-11-16,Ahmedabad,25-34,Female,3-6L,YouTube,Ashwagandha,Awareness,,Lack of Trust,0,,,,11.2
VE0207,2024-06-29,Mumbai,35-44,Male,10-20L,Instagram,Multivitamin,Intent,Doctor Recommended,Too Many Options,0,,,,14.8
VE0208,2024-06-19,Delhi,18-24,Male,<3L,Instagram,Collagen,Consideration,,Prefer Offline,0,,,,10.2
VE0209,2024-09-11,Delhi,35-44,Female,3-6L,YouTube,Omega-3,Consideration,,Prefer Offline,0,,,,12.4
VE0210,2024-11-14,Chennai,18-24,Female,10-20L,Doctor Recommendation,Whey Protein,Repeat Purchase,Peer Recommendation,None,2000,4,Detractor,Delivery Speed,14.0
VE0211,2024-07-12,Bangalore,25-34,Male,10-20L,Instagram,Multivitamin,Awareness,,Shipping Concerns,0,,,,14.9
VE0212,2024-06-08,Mumbai,25-34,Female,3-6L,Offline Store,Ashwagandha,Trial,Brand Trust,Too Expensive,0,,,,16.6
VE0213,2024-11-20,Pune,25-34,Male,<3L,Doctor Recommendation,Multivitamin,Trial,Discount/Offer,Too Many Options,0,,,,7.5
VE0214,2024-08-03,Bangalore,35-44,Male,<3L,YouTube,Omega-3,Awareness,,Too Expensive,0,,,,17.4
VE0215,2024-06-18,Ahmedabad,45-54,Female,3-6L,Instagram,Omega-3,Intent,Peer Recommendation,Unsure of Efficacy,0,,,,12.5
VE0216,2024-10-05,Lucknow,35-44,Female,6-10L,Word of Mouth,Whey Protein,Awareness,,Too Expensive,0,,,,13.1
VE0217,2024-11-25,Ahmedabad,55+,Male,6-10L,Doctor Recommendation,Ashwagandha,Repeat Purchase,Discount/Offer,None,1500,3,Detractor,Taste/Texture,16.6
VE0218,2024-10-12,Bangalore,45-54,Male,10-20L,Google Search,Omega-3,Intent,Price,Too Many Options,0,,,,7.7
VE0219,2024-08-06,Kolkata,55+,Male,10-20L,YouTube,Omega-3,Consideration,,Too Expensive,0,,,,6.6
VE0220,2024-07-13,Bangalore,25-34,Male,3-6L,Word of Mouth,Omega-3,Consideration,,Too Expensive,0,,,,15.7
VE0221,2024-11-26,Hyderabad,25-34,Female,3-6L,Word of Mouth,Vitamin D3,Trial,Brand Trust,None,0,,,,12.0
VE0222,2024-10-19,Mumbai,25-34,Female,3-6L,Instagram,Collagen,Awareness,,Too Expensive,0,,,,9.5
VE0223,2024-11-09,Jaipur,18-24,Female,20L+,Instagram,Vitamin D3,Consideration,,Lack of Trust,0,,,,16.7
VE0224,2024-08-24,Delhi,55+,Male,20L+,YouTube,Ashwagandha,Purchase,Brand Trust,None,7000,10,Promoter,Product Efficacy,12.9
VE0225,2024-08-02,Chennai,25-34,Female,6-10L,Instagram,Multivitamin,Consideration,,Lack of Trust,0,,,,13.0
VE0226,2024-10-18,Kolkata,55+,Female,3-6L,Google Search,Omega-3,Awareness,,Prefer Offline,0,,,,8.2
VE0227,2024-06-07,Mumbai,25-34,Female,10-20L,Instagram,Vitamin D3,Consideration,,None,0,,,,5.9
VE0228,2024-11-16,Mumbai,35-44,Female,10-20L,Word of Mouth,Vitamin D3,Consideration,,Unsure of Efficacy,0,,,,6.9
VE0229,2024-10-30,Mumbai,35-44,Male,6-10L,Word of Mouth,Multivitamin,Intent,Peer Recommendation,Lack of Trust,0,,,,11.8
VE0230,2024-07-15,Bangalore,18-24,Male,3-6L,Google Search,Whey Protein,Awareness,,Too Expensive,0,,,,9.1
VE0231,2024-07-16,Ahmedabad,45-54,Male,<3L,Google Search,Probiotic,Awareness,,Shipping Concerns,0,,,,17.5
VE0232,2024-09-04,Chennai,35-44,Female,3-6L,YouTube,Vitamin D3,Awareness,,Prefer Offline,0,,,,13.3
VE0233,2024-07-15,Chennai,35-44,Female,6-10L,YouTube,Ashwagandha,Awareness,,Unsure of Efficacy,0,,,,6.2
VE0234,2024-06-01,Jaipur,55+,Male,20L+,Facebook,Whey Protein,Consideration,,None,0,,,,13.1
VE0235,2024-06-27,Jaipur,18-24,Female,3-6L,Offline Store,Whey Protein,Awareness,,Too Expensive,0,,,,10.5
VE0236,2024-08-07,Mumbai,35-44,Male,10-20L,Word of Mouth,Whey Protein,Purchase,Doctor Recommended,None,4000,4,Detractor,Price-Value,16.2
VE0237,2024-11-14,Pune,25-34,Male,10-20L,Instagram,Whey Protein,Trial,Brand Trust,Too Expensive,0,,,,9.1
VE0238,2024-11-05,Ahmedabad,35-44,Male,6-10L,Google Search,Omega-3,Intent,Doctor Recommended,Too Many Options,0,,,,13.4
VE0239,2024-08-16,Mumbai,18-24,Female,10-20L,Instagram,Multivitamin,Intent,Ingredients Quality,Too Expensive,0,,,,7.3
VE0240,2024-11-11,Mumbai,18-24,Female,3-6L,YouTube,Omega-3,Intent,Brand Trust,Shipping Concerns,0,,,,7.0
VE0241,2024-06-12,Mumbai,25-34,Male,3-6L,Instagram,Collagen,Purchase,Ingredients Quality,None,300,10,Promoter,Delivery Speed,10.2
VE0242,2024-10-16,Chennai,55+,Female,3-6L,YouTube,Multivitamin,Awareness,,Too Expensive,0,,,,6.1
VE0243,2024-09-23,Delhi,55+,Prefer not to say,10-20L,Instagram,Omega-3,Awareness,,Prefer Offline,0,,,,15.8
VE0244,2024-08-06,Mumbai,35-44,Female,<3L,Google Search,Omega-3,Awareness,,Prefer Offline,0,,,,15.1
VE0245,2024-11-07,Hyderabad,45-54,Male,3-6L,Google Search,Ashwagandha,Awareness,,Too Expensive,0,,,,12.1
VE0246,2024-06-26,Pune,45-54,Female,10-20L,Instagram,Ashwagandha,Purchase,Ingredients Quality,None,4000,1,Detractor,Taste/Texture,9.0
VE0247,2024-07-31,Delhi,25-34,Male,6-10L,YouTube,Collagen,Consideration,,Shipping Concerns,0,,,,17.6
VE0248,2024-07-29,Delhi,55+,Male,10-20L,Instagram,Multivitamin,Trial,Peer Recommendation,Lack of Trust,0,,,,15.6
VE0249,2024-10-10,Kolkata,18-24,Female,6-10L,Word of Mouth,Omega-3,Intent,Brand Trust,Too Expensive,0,,,,10.7
VE0250,2024-09-01,Chennai,25-34,Female,6-10L,Google Search,Whey Protein,Intent,Brand Trust,Shipping Concerns,0,,,,9.1
VE0251,2024-08-06,Pune,35-44,Male,6-10L,Instagram,Ashwagandha,Awareness,,Shipping Concerns,0,,,,13.6
VE0252,2024-08-08,Chennai,25-34,Female,20L+,Word of Mouth,Omega-3,Intent,Brand Trust,Too Many Options,0,,,,14.1
VE0253,2024-11-12,Mumbai,45-54,Female,6-10L,Instagram,Multivitamin,Consideration,,Too Many Options,0,,,,11.4
VE0254,2024-11-17,Lucknow,45-54,Female,6-10L,YouTube,Ashwagandha,Repeat Purchase,Ingredients Quality,None,1500,5,Detractor,Customer Support,7.7
VE0255,2024-06-15,Kolkata,45-54,Female,6-10L,Word of Mouth,Ashwagandha,Consideration,,Unsure of Efficacy,0,,,,10.0
VE0256,2024-06-10,Hyderabad,55+,Female,3-6L,Word of Mouth,Ashwagandha,Intent,Doctor Recommended,Unsure of Efficacy,0,,,,15.8
VE0257,2024-10-21,Delhi,18-24,Male,3-6L,Doctor Recommendation,Collagen,Consideration,,Unsure of Efficacy,0,,,,7.5
VE0258,2024-07-28,Pune,25-34,Female,3-6L,Instagram,Multivitamin,Awareness,,Prefer Offline,0,,,,10.9
VE0259,2024-07-20,Bangalore,45-54,Male,3-6L,Instagram,Probiotic,Purchase,Influencer,None,700,10,Promoter,Packaging,5.6
VE0260,2024-08-25,Chennai,18-24,Female,<3L,Instagram,Collagen,Consideration,,Prefer Offline,0,,,,6.2
VE0261,2024-09-20,Chennai,25-34,Prefer not to say,6-10L,Instagram,Whey Protein,Trial,Brand Trust,Too Many Options,0,,,,7.6
VE0262,2024-08-28,Mumbai,18-24,Male,3-6L,Instagram,Whey Protein,Awareness,,Prefer Offline,0,,,,10.4
VE0263,2024-11-23,Lucknow,25-34,Female,3-6L,Instagram,Vitamin D3,Awareness,,Unsure of Efficacy,0,,,,7.5
VE0264,2024-07-04,Mumbai,18-24,Male,3-6L,Word of Mouth,Collagen,Consideration,,Lack of Trust,0,,,,12.5
VE0265,2024-06-13,Chennai,35-44,Male,10-20L,YouTube,Multivitamin,Trial,Ingredients Quality,Unsure of Efficacy,0,,,,13.4
VE0266,2024-08-09,Hyderabad,35-44,Male,20L+,Google Search,Ashwagandha,Consideration,,Prefer Offline,0,,,,15.0
VE0267,2024-10-12,Lucknow,25-34,Male,3-6L,Google Search,Probiotic,Repeat Purchase,Price,None,1000,5,Detractor,Product Efficacy,11.4
VE0268,2024-06-26,Ahmedabad,35-44,Male,20L+,Instagram,Whey Protein,Awareness,,Shipping Concerns,0,,,,9.4
VE0269,2024-11-21,Mumbai,35-44,Male,10-20L,Instagram,Probiotic,Purchase,Discount/Offer,None,1000,7,Passive,Price-Value,6.0
VE0270,2024-09-11,Lucknow,25-34,Male,10-20L,Word of Mouth,Ashwagandha,Awareness,,Too Expensive,0,,,,17.8
VE0271,2024-07-11,Delhi,45-54,Male,6-10L,YouTube,Ashwagandha,Awareness,,Too Many Options,0,,,,11.0
VE0272,2024-10-03,Delhi,25-34,Male,3-6L,YouTube,Ashwagandha,Consideration,,Too Many Options,0,,,,17.7
VE0273,2024-11-19,Ahmedabad,25-34,Female,6-10L,YouTube,Ashwagandha,Consideration,,Too Many Options,0,,,,15.8
VE0274,2024-10-21,Ahmedabad,35-44,Male,20L+,Google Search,Omega-3,Intent,Doctor Recommended,Unsure of Efficacy,0,,,,5.2
VE0275,2024-07-28,Hyderabad,25-34,Female,<3L,YouTube,Ashwagandha,Trial,Peer Recommendation,Too Expensive,0,,,,10.1
VE0276,2024-10-21,Hyderabad,45-54,Female,20L+,Google Search,Probiotic,Consideration,,Prefer Offline,0,,,,9.4
VE0277,2024-06-14,Kolkata,45-54,Male,10-20L,Google Search,Ashwagandha,Repeat Purchase,Doctor Recommended,None,3000,8,Passive,Price-Value,5.9
VE0278,2024-07-13,Bangalore,45-54,Female,6-10L,Instagram,Whey Protein,Consideration,,Too Expensive,0,,,,14.2
VE0279,2024-06-28,Pune,18-24,Female,10-20L,Instagram,Probiotic,Consideration,,Prefer Offline,0,,,,4.6
VE0280,2024-06-13,Hyderabad,25-34,Female,20L+,Word of Mouth,Probiotic,Intent,Price,Too Many Options,0,,,,11.3
VE0281,2024-09-07,Bangalore,35-44,Female,3-6L,YouTube,Multivitamin,Consideration,,Too Expensive,0,,,,15.9
VE0282,2024-10-19,Ahmedabad,35-44,Female,6-10L,Instagram,Ashwagandha,Intent,Discount/Offer,Too Many Options,0,,,,11.3
VE0283,2024-11-25,Chennai,35-44,Female,6-10L,Google Search,Vitamin D3,Consideration,,Shipping Concerns,0,,,,16.3
VE0284,2024-09-17,Kolkata,25-34,Male,3-6L,Word of Mouth,Whey Protein,Awareness,,Too Expensive,0,,,,13.7
VE0285,2024-07-08,Kolkata,35-44,Male,10-20L,Instagram,Collagen,Consideration,,Lack of Trust,0,,,,14.5
VE0286,2024-10-22,Bangalore,25-34,Female,10-20L,Word of Mouth,Whey Protein,Intent,Ingredients Quality,None,0,,,,4.7
VE0287,2024-08-04,Mumbai,45-54,Female,6-10L,Instagram,Ashwagandha,Intent,Peer Recommendation,Too Expensive,0,,,,8.5
VE0288,2024-07-16,Lucknow,18-24,Prefer not to say,10-20L,Instagram,Whey Protein,Trial,Price,Prefer Offline,0,,,,5.0
VE0289,2024-08-22,Hyderabad,35-44,Female,10-20L,YouTube,Collagen,Intent,Influencer,None,0,,,,15.1
VE0290,2024-07-11,Bangalore,35-44,Male,3-6L,Instagram,Multivitamin,Intent,Influencer,None,0,,,,6.0
VE0291,2024-08-28,Bangalore,45-54,Female,6-10L,Facebook,Ashwagandha,Consideration,,None,0,,,,8.0
VE0292,2024-08-12,Delhi,25-34,Female,6-10L,Google Search,Omega-3,Consideration,,Unsure of Efficacy,0,,,,17.3
VE0293,2024-07-13,Lucknow,35-44,Female,6-10L,Instagram,Ashwagandha,Consideration,,Shipping Concerns,0,,,,11.8
VE0294,2024-11-27,Ahmedabad,35-44,Male,10-20L,Instagram,Ashwagandha,Consideration,,Too Expensive,0,,,,5.2
VE0295,2024-08-04,Hyderabad,35-44,Male,3-6L,YouTube,Ashwagandha,Intent,Influencer,Too Many Options,0,,,,14.7
VE0296,2024-10-28,Delhi,45-54,Male,6-10L,YouTube,Ashwagandha,Intent,Doctor Recommended,Shipping Concerns,0,,,,10.9
VE0297,2024-10-15,Mumbai,35-44,Female,10-20L,YouTube,Ashwagandha,Consideration,,None,0,,,,17.4
VE0298,2024-06-03,Hyderabad,35-44,Male,<3L,Google Search,Omega-3,Awareness,,Unsure of Efficacy,0,,,,7.4
VE0299,2024-11-13,Kolkata,18-24,Male,6-10L,Instagram,Whey Protein,Trial,Discount/Offer,Too Many Options,0,,,,8.4
VE0300,2024-06-18,Mumbai,25-34,Female,20L+,YouTube,Ashwagandha,Purchase,Doctor Recommended,None,5000,9,Promoter,Product Efficacy,12.2
VE0301,2024-08-20,Jaipur,18-24,Male,10-20L,Word of Mouth,Ashwagandha,Intent,Doctor Recommended,Prefer Offline,0,,,,9.3
VE0302,2024-08-18,Bangalore,18-24,Female,<3L,YouTube,Collagen,Awareness,,Too Expensive,0,,,,14.3
VE0303,2024-06-05,Kolkata,35-44,Female,6-10L,Word of Mouth,Whey Protein,Intent,Influencer,Too Many Options,0,,,,9.4
VE0304,2024-07-28,Ahmedabad,35-44,Female,3-6L,Google Search,Whey Protein,Trial,Discount/Offer,Too Many Options,0,,,,10.5
VE0305,2024-07-16,Hyderabad,35-44,Female,3-6L,Word of Mouth,Vitamin D3,Consideration,,Unsure of Efficacy,0,,,,9.5
VE0306,2024-06-11,Chennai,25-34,Female,6-10L,Facebook,Probiotic,Consideration,,Too Expensive,0,,,,15.8
VE0307,2024-08-07,Hyderabad,35-44,Male,6-10L,Google Search,Probiotic,Intent,Brand Trust,Unsure of Efficacy,0,,,,11.1
VE0308,2024-10-02,Ahmedabad,18-24,Female,6-10L,Instagram,Omega-3,Purchase,Ingredients Quality,None,2000,10,Promoter,Delivery Speed,11.0
VE0309,2024-10-01,Bangalore,35-44,Female,6-10L,Instagram,Whey Protein,Intent,Discount/Offer,Too Expensive,0,,,,8.0
VE0310,2024-07-17,Bangalore,25-34,Prefer not to say,6-10L,Doctor Recommendation,Ashwagandha,Awareness,,None,0,,,,10.6
VE0311,2024-09-29,Ahmedabad,18-24,Female,6-10L,Word of Mouth,Collagen,Consideration,,Unsure of Efficacy,0,,,,17.0
VE0312,2024-10-31,Hyderabad,25-34,Male,<3L,Instagram,Probiotic,Purchase,Ingredients Quality,None,0,10,Promoter,Customer Support,14.7
VE0313,2024-06-24,Bangalore,18-24,Female,10-20L,Doctor Recommendation,Collagen,Purchase,Brand Trust,None,4000,10,Promoter,Price-Value,12.5
VE0314,2024-11-26,Hyderabad,25-34,Male,10-20L,Facebook,Whey Protein,Purchase,Price,None,1000,8,Passive,Price-Value,7.3
VE0315,2024-08-20,Bangalore,18-24,Male,6-10L,Instagram,Omega-3,Consideration,,None,0,,,,14.7
VE0316,2024-09-14,Hyderabad,35-44,Male,6-10L,Google Search,Vitamin D3,Consideration,,Unsure of Efficacy,0,,,,16.0
VE0317,2024-11-16,Delhi,25-34,Female,20L+,Instagram,Omega-3,Awareness,,Lack of Trust,0,,,,6.7
VE0318,2024-11-10,Delhi,18-24,Male,20L+,YouTube,Whey Protein,Purchase,Ingredients Quality,None,5000,9,Promoter,Customer Support,17.3
VE0319,2024-07-15,Chennai,25-34,Male,6-10L,Doctor Recommendation,Multivitamin,Consideration,,Prefer Offline,0,,,,12.8
VE0320,2024-11-20,Delhi,25-34,Male,3-6L,Offline Store,Collagen,Intent,Influencer,Lack of Trust,0,,,,16.9
VE0321,2024-10-19,Mumbai,45-54,Female,3-6L,Facebook,Multivitamin,Intent,Ingredients Quality,Unsure of Efficacy,0,,,,11.3
VE0322,2024-10-22,Delhi,25-34,Female,10-20L,Facebook,Probiotic,Awareness,,Too Many Options,0,,,,17.5
VE0323,2024-10-23,Bangalore,25-34,Male,10-20L,Word of Mouth,Probiotic,Awareness,,Prefer Offline,0,,,,5.4
VE0324,2024-11-10,Pune,25-34,Female,10-20L,YouTube,Multivitamin,Consideration,,Unsure of Efficacy,0,,,,5.8
VE0325,2024-11-20,Pune,25-34,Female,3-6L,YouTube,Whey Protein,Intent,Discount/Offer,Too Expensive,0,,,,7.7
VE0326,2024-08-01,Ahmedabad,25-34,Male,3-6L,Google Search,Whey Protein,Consideration,,Too Many Options,0,,,,12.8
VE0327,2024-10-17,Jaipur,45-54,Male,3-6L,Doctor Recommendation,Probiotic,Trial,Influencer,Unsure of Efficacy,0,,,,5.2
VE0328,2024-09-17,Bangalore,35-44,Male,6-10L,Word of Mouth,Whey Protein,Awareness,,Lack of Trust,0,,,,8.8
VE0329,2024-06-03,Delhi,25-34,Female,3-6L,Google Search,Multivitamin,Repeat Purchase,Influencer,None,500,8,Passive,Delivery Speed,9.4
VE0330,2024-09-11,Mumbai,18-24,Male,6-10L,Instagram,Whey Protein,Repeat Purchase,Discount/Offer,None,1000,8,Passive,Product Efficacy,10.2
VE0331,2024-07-05,Lucknow,45-54,Male,10-20L,Word of Mouth,Multivitamin,Trial,Price,Lack of Trust,0,,,,15.8
VE0332,2024-06-25,Bangalore,25-34,Male,6-10L,Facebook,Multivitamin,Intent,Discount/Offer,Too Expensive,0,,,,17.7
VE0333,2024-08-12,Mumbai,35-44,Male,10-20L,Doctor Recommendation,Multivitamin,Consideration,,Too Expensive,0,,,,13.1
VE0334,2024-08-26,Bangalore,35-44,Male,20L+,Instagram,Multivitamin,Consideration,,Lack of Trust,0,,,,8.2
VE0335,2024-09-22,Pune,55+,Female,6-10L,YouTube,Whey Protein,Awareness,,Too Expensive,0,,,,13.4
VE0336,2024-11-27,Pune,25-34,Male,<3L,Facebook,Omega-3,Consideration,,Prefer Offline,0,,,,5.9
VE0337,2024-11-06,Delhi,35-44,Female,3-6L,Instagram,Multivitamin,Intent,Price,Too Many Options,0,,,,16.2
VE0338,2024-09-28,Lucknow,35-44,Male,6-10L,Facebook,Ashwagandha,Consideration,,Too Many Options,0,,,,11.6
VE0339,2024-11-11,Hyderabad,45-54,Male,3-6L,Instagram,Multivitamin,Purchase,Price,None,700,8,Passive,Product Efficacy,16.9
VE0340,2024-10-01,Mumbai,35-44,Female,6-10L,Word of Mouth,Omega-3,Consideration,,Prefer Offline,0,,,,6.7
VE0341,2024-11-13,Bangalore,25-34,Male,6-10L,Instagram,Collagen,Awareness,,Lack of Trust,0,,,,8.3
VE0342,2024-10-15,Kolkata,25-34,Female,3-6L,YouTube,Ashwagandha,Intent,Brand Trust,Too Expensive,0,,,,17.6
VE0343,2024-06-06,Delhi,18-24,Male,10-20L,Word of Mouth,Multivitamin,Purchase,Discount/Offer,None,4000,9,Promoter,Product Efficacy,5.6
VE0344,2024-07-08,Delhi,35-44,Male,6-10L,Instagram,Collagen,Awareness,,Shipping Concerns,0,,,,17.7
VE0345,2024-08-03,Bangalore,55+,Male,20L+,Instagram,Ashwagandha,Consideration,,Too Expensive,0,,,,13.7
VE0346,2024-08-19,Jaipur,18-24,Female,10-20L,Google Search,Whey Protein,Purchase,Discount/Offer,None,2000,9,Promoter,Packaging,6.8
VE0347,2024-08-10,Hyderabad,25-34,Male,20L+,Google Search,Ashwagandha,Intent,Brand Trust,Prefer Offline,0,,,,17.1
VE0348,2024-11-08,Delhi,25-34,Male,6-10L,Instagram,Omega-3,Intent,Doctor Recommended,Shipping Concerns,0,,,,4.8
VE0349,2024-09-05,Mumbai,18-24,Female,6-10L,YouTube,Multivitamin,Purchase,Brand Trust,None,1000,3,Detractor,Product Efficacy,8.5
VE0350,2024-08-07,Hyderabad,25-34,Female,6-10L,Word of Mouth,Probiotic,Intent,Doctor Recommended,Too Expensive,0,,,,7.1
VE0351,2024-11-22,Bangalore,35-44,Female,3-6L,Google Search,Whey Protein,Intent,Price,Shipping Concerns,0,,,,5.9
VE0352,2024-07-20,Delhi,35-44,Female,6-10L,Google Search,Ashwagandha,Intent,Price,None,0,,,,13.4
VE0353,2024-06-21,Bangalore,35-44,Male,10-20L,Doctor Recommendation,Collagen,Awareness,,Too Expensive,0,,,,11.6
VE0354,2024-06-19,Kolkata,18-24,Male,6-10L,Instagram,Multivitamin,Intent,Influencer,None,0,,,,14.6
VE0355,2024-11-11,Hyderabad,35-44,Female,6-10L,Instagram,Collagen,Intent,Influencer,Too Many Options,0,,,,16.7
VE0356,2024-10-19,Lucknow,25-34,Male,10-20L,YouTube,Ashwagandha,Trial,Discount/Offer,Unsure of Efficacy,0,,,,10.5
VE0357,2024-09-10,Delhi,18-24,Male,<3L,Instagram,Probiotic,Consideration,,Too Expensive,0,,,,4.8
VE0358,2024-11-24,Kolkata,45-54,Male,6-10L,Google Search,Whey Protein,Trial,Brand Trust,Unsure of Efficacy,0,,,,5.7
VE0359,2024-09-11,Hyderabad,25-34,Male,3-6L,Google Search,Omega-3,Awareness,,Lack of Trust,0,,,,12.5
VE0360,2024-08-16,Delhi,45-54,Male,10-20L,Facebook,Multivitamin,Awareness,,Prefer Offline,0,,,,16.2
VE0361,2024-07-29,Pune,45-54,Female,6-10L,Google Search,Whey Protein,Intent,Doctor Recommended,Lack of Trust,0,,,,5.2
VE0362,2024-09-09,Lucknow,35-44,Female,<3L,YouTube,Collagen,Trial,Influencer,Unsure of Efficacy,0,,,,11.3
VE0363,2024-11-26,Delhi,18-24,Female,6-10L,Google Search,Whey Protein,Consideration,,Unsure of Efficacy,0,,,,8.1
VE0364,2024-09-19,Mumbai,55+,Male,10-20L,YouTube,Multivitamin,Consideration,,Too Expensive,0,,,,6.8
VE0365,2024-08-29,Hyderabad,55+,Male,3-6L,Instagram,Collagen,Intent,Peer Recommendation,Too Expensive,0,,,,7.8
VE0366,2024-11-06,Jaipur,45-54,Female,<3L,Word of Mouth,Whey Protein,Repeat Purchase,Influencer,None,300,8,Passive,Customer Support,17.9
VE0367,2024-11-25,Chennai,18-24,Female,6-10L,Instagram,Whey Protein,Consideration,,Too Many Options,0,,,,10.8
VE0368,2024-06-03,Delhi,35-44,Female,20L+,YouTube,Whey Protein,Consideration,,Unsure of Efficacy,0,,,,11.4
VE0369,2024-06-26,Ahmedabad,25-34,Female,<3L,Instagram,Vitamin D3,Consideration,,Too Expensive,0,,,,9.0
VE0370,2024-09-09,Pune,18-24,Female,3-6L,YouTube,Vitamin D3,Awareness,,Unsure of Efficacy,0,,,,12.9
VE0371,2024-09-08,Ahmedabad,45-54,Male,6-10L,YouTube,Whey Protein,Awareness,,Too Many Options,0,,,,14.4
VE0372,2024-10-12,Lucknow,35-44,Female,3-6L,Instagram,Whey Protein,Awareness,,Shipping Concerns,0,,,,10.6
VE0373,2024-07-04,Mumbai,18-24,Female,10-20L,Doctor Recommendation,Multivitamin,Trial,Discount/Offer,Too Expensive,0,,,,8.8
VE0374,2024-10-21,Hyderabad,35-44,Male,10-20L,Instagram,Whey Protein,Consideration,,None,0,,,,10.5
VE0375,2024-11-11,Jaipur,25-34,Female,<3L,Instagram,Collagen,Intent,Brand Trust,Unsure of Efficacy,0,,,,9.4
VE0376,2024-11-24,Pune,18-24,Female,6-10L,Google Search,Whey Protein,Repeat Purchase,Discount/Offer,None,1500,10,Promoter,Packaging,13.6
VE0377,2024-07-22,Pune,18-24,Female,20L+,Doctor Recommendation,Omega-3,Repeat Purchase,Peer Recommendation,None,7000,9,Promoter,Price-Value,17.2
VE0378,2024-10-25,Hyderabad,25-34,Female,10-20L,Google Search,Omega-3,Awareness,,Too Expensive,0,,,,11.5
VE0379,2024-09-10,Lucknow,18-24,Male,10-20L,Facebook,Whey Protein,Consideration,,Lack of Trust,0,,,,10.7
VE0380,2024-09-17,Mumbai,45-54,Female,20L+,YouTube,Ashwagandha,Purchase,Influencer,None,7000,8,Passive,Price-Value,6.9
VE0381,2024-10-30,Ahmedabad,45-54,Female,<3L,YouTube,Ashwagandha,Intent,Price,Lack of Trust,0,,,,5.7
VE0382,2024-09-07,Pune,55+,Female,3-6L,Google Search,Whey Protein,Intent,Discount/Offer,Too Expensive,0,,,,6.9
VE0383,2024-06-14,Bangalore,25-34,Female,6-10L,Google Search,Whey Protein,Intent,Brand Trust,Prefer Offline,0,,,,11.8
VE0384,2024-06-02,Hyderabad,25-34,Male,6-10L,YouTube,Omega-3,Intent,Brand Trust,Too Many Options,0,,,,5.2
VE0385,2024-07-08,Delhi,25-34,Male,<3L,Google Search,Ashwagandha,Trial,Brand Trust,Unsure of Efficacy,0,,,,17.5
VE0386,2024-10-27,Mumbai,18-24,Female,3-6L,Doctor Recommendation,Collagen,Awareness,,Shipping Concerns,0,,,,8.5
VE0387,2024-07-05,Delhi,45-54,Male,6-10L,Instagram,Whey Protein,Intent,Influencer,Too Expensive,0,,,,10.3
VE0388,2024-08-21,Mumbai,35-44,Female,20L+,Google Search,Omega-3,Awareness,,Prefer Offline,0,,,,16.4
VE0389,2024-07-30,Chennai,55+,Male,<3L,Google Search,Whey Protein,Awareness,,Lack of Trust,0,,,,10.1
VE0390,2024-08-25,Mumbai,45-54,Male,6-10L,Word of Mouth,Multivitamin,Intent,Peer Recommendation,Too Expensive,0,,,,9.1
VE0391,2024-10-24,Hyderabad,18-24,Male,3-6L,YouTube,Ashwagandha,Awareness,,Lack of Trust,0,,,,11.0
VE0392,2024-11-08,Bangalore,45-54,Female,6-10L,Doctor Recommendation,Probiotic,Intent,Ingredients Quality,Too Many Options,0,,,,7.3
VE0393,2024-11-23,Mumbai,45-54,Female,<3L,Instagram,Collagen,Intent,Brand Trust,Too Many Options,0,,,,12.5
VE0394,2024-08-18,Chennai,25-34,Male,6-10L,Google Search,Multivitamin,Consideration,,Too Expensive,0,,,,6.9
VE0395,2024-09-04,Pune,35-44,Female,6-10L,Instagram,Omega-3,Intent,Peer Recommendation,Prefer Offline,0,,,,6.4
VE0396,2024-06-26,Kolkata,55+,Female,3-6L,Word of Mouth,Omega-3,Trial,Ingredients Quality,Too Many Options,0,,,,9.0
VE0397,2024-06-12,Delhi,35-44,Female,<3L,Word of Mouth,Ashwagandha,Purchase,Ingredients Quality,None,300,5,Detractor,Packaging,4.7
